UV_0,AL_0,Mx_0,My_0,Mz_0,time_0,UV_1,AL_1,Mx_1,My_1,Mz_1,time_1,UV_2,AL_2,Mx_2,My_2,Mz_2,time_2,UV_3,AL_3,Mx_3,My_3,Mz_3,time_3,lon_deg,lon_min,lon_sec,lat_deg,lat_min,lat_sec,Altitude_GPS,time_GPS,temperature,pressure_log,Pressure,Altitude_est,Vertical speed,RSSI
1132,39879,-0.244094,-0.094488,0.96063,11:27:51,199,4508,-0.228346,-0.070866,0.968504,11:27:51,171,4788,-0.228346,-0.03937,0.968504,11:27:51,1002,56888,-0.220472,-0.047244,0.968504,11:27:51,16,1,13,69,18,18,881,11:27:50,-1,62778,90596.49278,874.49,4.82,-87
247,5945,0.244094,-0.259843,0.929134,11:27:54,1336,55937,0.251969,-0.251969,0.929134,11:27:54,208,5185,0.244094,-0.251969,0.929134,11:27:54,203,5185,0.251969,-0.244094,0.929134,11:27:54,16,1,13,69,18,18,896,11:27:53,-1.5,62768,90431.91973,888.94,5.06,-86
1155,50550,0.11811,0.047244,0.984252,11:27:55,170,3905,0.086614,0.062992,0.992126,11:27:55,207,5393,0.055118,0.03937,0.992126,11:27:55,373,31959,0.07874,0.070866,0.992126,11:27:56,16,1,13,69,18,19,906,11:27:55,-1.5,62761,90316.8965,899.06,5.78,-90
178,4070,0.362205,-0.149606,0.913386,11:27:57,224,5185,0.362205,-0.165354,0.913386,11:27:58,259,7062,0.370079,-0.173228,0.905512,11:27:57,853,49703,0.385827,-0.165354,0.897638,11:27:57,16,1,13,69,18,19,916,11:27:57,-1.5,62753,90185.62051,910.62,5.06,-90
181,3987,0.354331,0.251969,0.897638,11:27:59,184,4788,0.354331,0.220472,0.905512,11:27:59,279,7758,0.346457,0.212598,0.905512,11:27:59,1170,64005,0.338583,0.188976,0.913386,11:27:59,16,1,13,69,18,19,927,11:27:59,-1.5,62746,90070.91055,920.73,6.5,-90
242,5719,0.031496,0.409449,0.905512,11:28:01,147,3824,0.007874,0.393701,0.913386,11:28:01,207,5719,-0.007874,0.425197,0.897638,11:28:01,1341,65091,-0.03937,0.433071,0.897638,11:28:01,16,1,12,69,18,20,939,11:28:01,-2,62737,89923.64068,933.73,5.05,-93
1240,44906,0.212598,0.023622,0.968504,11:28:03,211,5831,0.181102,0.047244,0.976378,11:28:03,199,4693,0.149606,0.023622,0.984252,11:28:03,255,6179,0.165354,0.047244,0.976378,11:28:03,16,1,12,69,18,20,949,11:28:03,-2,62730,89809.26393,943.83,6.49,-88
1086,48870,-0.19685,-0.456693,0.866142,11:28:05,1224,41962,-0.19685,-0.440945,0.874016,11:28:05,141,3745,-0.19685,-0.440945,0.866142,11:28:06,202,5609,-0.220472,-0.401575,0.88189,11:28:06,16,1,12,69,18,21,962,11:28:05,-1.5,62721,89662.42186,956.82,5.77,-93
210,4328,0.125984,0.07874,0.984252,11:28:08,203,5083,0.11811,0.086614,0.984252,11:28:08,243,7473,0.125984,0.11811,0.976378,11:28:08,1078,60853,0.11811,0.181102,0.968504,11:28:08,16,1,12,69,18,21,975,11:28:07,-2,62713,89532.09714,968.37,7.93,-90
316,7334,-0.062992,0.188976,0.976378,11:28:10,290,7905,-0.086614,0.181102,0.976378,11:28:10,152,3745,-0.094488,0.220472,0.968504,11:28:10,250,5500,-0.110236,0.228346,0.96063,11:28:10,16,1,12,69,18,22,990,11:28:09,-2,62702,89353.20989,984.23,7.21,-85
263,6299,0.228346,-0.480315,0.84252,11:28:12,1398,65091,0.228346,-0.472441,0.84252,11:28:12,194,4788,0.220472,-0.480315,0.84252,11:28:12,174,4693,0.204724,-0.488189,0.84252,11:28:12,16,1,12,69,18,22,1004,11:28:11,-2,62692,89190.8953,998.65,5.29,-83
223,5393,0.354331,-0.023622,0.929134,11:28:15,256,6671,0.322835,0,0.944882,11:28:15,1180,54081,0.314961,0.03937,0.944882,11:28:15,215,4600,0.299213,0.062992,0.944882,11:28:15,16,1,12,69,18,23,1020,11:28:14,-1.5,62681,89012.68977,1014.51,5.04,-85
195,4155,0.251969,-0.228346,0.937008,11:28:16,239,5500,0.220472,-0.228346,0.944882,11:28:16,250,6799,0.181102,-0.228346,0.952756,11:28:16,926,46452,0.133858,-0.251969,0.952756,11:28:17,16,1,11,69,18,23,1031,11:28:16,-2,62674,88899.47168,1024.59,5.04,-81
1353,65091,-0.212598,-0.188976,0.952756,11:28:18,229,5945,-0.228346,-0.15748,0.952756,11:28:19,157,4241,-0.220472,-0.165354,0.96063,11:28:18,243,6179,-0.204724,-0.141732,0.96063,11:28:18,16,1,11,69,18,23,1040,11:28:18,-2,62667,88786.3976,1034.68,5.04,-81
183,4600,0.590551,0.11811,0.787402,11:28:20,229,6061,0.590551,0.110236,0.787402,11:28:20,1465,65091,0.598425,0.133858,0.779528,11:28:20,227,4788,0.582677,0.141732,0.787402,11:28:20,16,1,12,69,18,23,1050,11:28:20,-2.5,62660,88673.46734,1044.76,6.48,-85
175,3987,0.496063,0,0.866142,11:28:23,229,5609,0.511811,0.015748,0.858268,11:28:23,1260,51411,0.519685,0.023622,0.84252,11:28:23,718,44151,0.559055,0.047244,0.826772,11:28:23,16,1,12,69,18,24,1062,11:28:22,-2.5,62651,88528.48232,1057.72,4.32,-83
215,4417,0.141732,-0.165354,0.968504,11:28:25,242,5831,0.141732,-0.15748,0.968504,11:28:25,274,8205,0.133858,-0.15748,0.968504,11:28:25,931,40562,0.125984,-0.165354,0.976378,11:28:25,16,1,12,69,18,24,1072,11:28:24,-3,62645,88431.95736,1066.35,5.76,-83
195,4417,0.401575,0.023622,0.905512,11:28:26,232,5719,0.440945,0.03937,0.889764,11:28:26,1366,56888,0.440945,0.031496,0.889764,11:28:26,300,7473,0.440945,0.047244,0.889764,11:28:26,16,1,12,69,18,25,1083,11:28:26,-2.5,62637,88303.42111,1077.87,5.75,-79
218,5185,0.354331,0.244094,0.897638,11:28:28,205,5393,0.322835,0.212598,0.913386,11:28:28,1267,55001,0.291339,0.204724,0.929134,11:28:29,241,5288,0.244094,0.15748,0.952756,11:28:28,16,1,12,69,18,25,1095,11:28:28,-2.5,62629,88175.07168,1089.38,5.75,-83
218,4600,0.228346,-0.125984,0.96063,11:28:31,243,5831,0.220472,-0.110236,0.96063,11:28:30,1349,42680,0.23622,-0.07874,0.96063,11:28:30,424,34217,0.259843,-0.070866,0.96063,11:28:30,16,1,13,69,18,25,1107,11:28:30,-2.5,62621,88046.90881,1100.88,5.03,-83
231,5393,0.283465,-0.299213,0.905512,11:28:32,296,7905,0.267717,-0.307087,0.905512,11:28:32,1124,47245,0.259843,-0.322835,0.905512,11:28:32,177,4155,0.244094,-0.322835,0.905512,11:28:32,16,1,13,69,18,25,1116,11:28:32,-2.5,62614,87934.91912,1110.95,6.71,-85
1289,49703,0.133858,-0.204724,0.96063,11:28:35,231,5288,0.125984,-0.204724,0.968504,11:28:35,208,5083,0.125984,-0.19685,0.968504,11:28:35,239,6421,0.125984,-0.181102,0.968504,11:28:35,16,1,12,69,18,26,1136,11:28:35,-2.5,62600,87711.36688,1131.07,6.47,-82
1565,65091,-0.456693,0.110236,0.874016,11:28:37,191,5288,-0.440945,0.07874,0.889764,11:28:37,135,3745,-0.464567,0.03937,0.874016,11:28:37,262,6299,-0.480315,0.023622,0.874016,11:28:38,16,1,12,69,18,26,1149,11:28:37,-2.5,62591,87567.95492,1144,5.03,-84
221,5609,0.448819,-0.220472,0.858268,11:28:39,1353,54081,0.448819,-0.204724,0.866142,11:28:40,235,5719,0.425197,-0.188976,0.88189,11:28:40,220,5288,0.401575,-0.188976,0.889764,11:28:40,16,1,12,69,18,27,1159,11:28:39,-2.5,62584,87456.57441,1154.06,5.74,-86
216,4788,0.267717,0.251969,0.92126,11:28:42,202,4983,0.23622,0.251969,0.929134,11:28:42,1377,43410,0.19685,0.251969,0.937008,11:28:42,929,44906,0.181102,0.267717,0.944882,11:28:42,16,1,13,69,18,27,1170,11:28:41,-3,62576,87329.45587,1165.55,5.02,-86
271,6671,0.188976,-0.062992,0.976378,11:28:44,208,4693,0.173228,-0.086614,0.976378,11:28:44,231,6061,0.173228,-0.086614,0.976378,11:28:44,1116,48870,0.181102,-0.070866,0.976378,11:28:44,16,1,13,69,18,27,1181,11:28:43,-3.5,62569,87218.37872,1175.6,5.74,-81
1478,62937,-0.102362,0.220472,0.96063,11:28:46,154,3824,-0.102362,0.188976,0.968504,11:28:46,186,4885,-0.125984,0.141732,0.976378,11:28:46,288,6799,-0.125984,0.094488,0.984252,11:28:46,16,1,13,69,18,28,1191,11:28:45,-3.5,62561,87091.60638,1187.08,6.46,-82
274,6179,0.102362,-0.519685,0.84252,11:28:47,1480,65091,0.11811,-0.535433,0.826772,11:28:47,218,6061,0.133858,-0.559055,0.811024,11:28:47,159,4155,0.149606,-0.566929,0.80315,11:28:47,16,1,13,69,18,28,1204,11:28:47,-3.5,62552,86949.20775,1200,5.74,-82
231,5719,0.409449,-0.047244,0.905512,11:28:49,1406,43410,0.377953,-0.047244,0.92126,11:28:49,266,6671,0.370079,-0.047244,0.92126,11:28:50,229,5083,0.346457,-0.070866,0.929134,11:28:49,16,1,13,69,18,28,1216,11:28:49,-3,62544,86822.82666,1211.47,6.45,-82
234,5831,0.401575,-0.015748,0.913386,11:28:52,1268,44151,0.377953,-0.023622,0.92126,11:28:51,229,5500,0.346457,-0.031496,0.929134,11:28:51,236,5393,0.314961,0,0.944882,11:28:51,16,1,14,69,18,29,1230,11:28:51,-3,62535,86680.86748,1224.38,6.45,-78
253,5831,0.220472,-0.19685,0.952756,11:28:53,1164,34217,0.228346,-0.19685,0.944882,11:28:53,1147,40562,0.23622,-0.204724,0.944882,11:28:53,202,4417,0.228346,-0.204724,0.944882,11:28:53,16,1,14,69,18,29,1241,11:28:53,-3,62526,86539.14042,1237.28,4.78,-80
191,4417,0.464567,-0.070866,0.874016,11:28:56,243,5945,0.488189,-0.062992,0.866142,11:28:56,1347,58838,0.503937,-0.055118,0.858268,11:28:56,280,7473,0.496063,-0.055118,0.858268,11:28:56,16,1,14,69,18,29,1256,11:28:56,-3,62516,86381.93766,1251.61,5.73,-89
208,4328,0.220472,0.173228,0.952756,11:28:58,200,4983,0.188976,0.173228,0.96063,11:28:58,251,6799,0.15748,0.165354,0.968504,11:28:58,1137,65091,0.11811,0.165354,0.976378,11:28:59,16,1,14,69,18,30,1267,11:28:58,-3.5,62508,86256.38109,1263.07,5.01,-78
1430,54081,-0.133858,-0.19685,0.968504,11:29:00,207,4328,-0.110236,-0.181102,0.968504,11:29:01,200,5393,-0.070866,-0.173228,0.976378,11:29:01,311,8358,-0.015748,-0.149606,0.984252,11:29:01,16,1,15,69,18,30,1276,11:29:00,-4,62501,86146.6688,1273.1,5.01,-79
1152,51411,0.102362,-0.188976,0.968504,11:29:03,207,4328,0.094488,-0.173228,0.976378,11:29:03,218,5500,0.094488,-0.173228,0.976378,11:29:03,268,7473,0.07874,-0.165354,0.976378,11:29:03,16,1,15,69,18,30,1286,11:29:02,-3.5,62494,86037.09606,1283.12,4.29,-89
186,4070,0.401575,0.055118,0.905512,11:29:05,215,5185,0.370079,0.047244,0.92126,11:29:05,275,7334,0.385827,0.047244,0.913386,11:29:05,1128,64005,0.393701,0.047244,0.913386,11:29:05,16,1,16,69,18,31,1297,11:29:04,-3.5,62488,85943.28749,1291.71,5.73,-84
215,4788,0.244094,0.251969,0.929134,11:29:07,187,4693,0.23622,0.212598,0.944882,11:29:07,247,6421,0.251969,0.204724,0.937008,11:29:07,1238,65091,0.212598,0.212598,0.944882,11:29:07,16,1,15,69,18,31,1306,11:29:06,-4,62480,85818.36849,1303.16,5.01,-78
1698,65091,-0.314961,-0.244094,0.913386,11:29:08,211,4508,-0.283465,-0.283465,0.913386,11:29:08,165,4600,-0.275591,-0.299213,0.905512,11:29:08,239,6545,-0.267717,-0.322835,0.905512,11:29:08,16,1,15,69,18,31,1317,11:29:08,-4,62473,85709.21332,1313.18,6.44,-83
1278,48870,0.070866,-0.007874,0.992126,11:29:10,229,6061,0.07874,-0.023622,0.992126,11:29:10,200,4788,0.07874,-0.055118,0.992126,11:29:11,256,6299,0.086614,-0.047244,0.992126,11:29:10,16,1,16,69,18,32,1328,11:29:10,-4,62464,85569.07493,1326.06,5.72,-81
974,48050,0.204724,0.03937,0.976378,11:29:13,181,4155,0.15748,0.047244,0.984252,11:29:12,218,5393,0.141732,0.031496,0.984252,11:29:12,280,7062,0.07874,0.031496,0.992126,11:29:12,16,1,16,69,18,32,1340,11:29:12,-3.5,62456,85444.69984,1337.5,5.72,-83
1302,45672,-0.228346,0.086614,0.968504,11:29:14,282,7758,-0.275591,0.062992,0.952756,11:29:14,151,3745,-0.291339,0.07874,0.952756,11:29:14,256,5945,-0.307087,0.070866,0.944882,11:29:14,16,1,16,69,18,32,1352,11:29:14,-4,62448,85320.50554,1348.93,5.72,-81
255,6299,0.338583,-0.496063,0.795276,11:29:16,1443,65091,0.338583,-0.480315,0.80315,11:29:16,213,4693,0.338583,-0.456693,0.811024,11:29:16,191,5083,0.338583,-0.440945,0.818898,11:29:16,16,1,16,69,18,33,1362,11:29:16,-4,62440,85196.49174,1360.37,5.72,-81
237,5831,0.433071,-0.314961,0.834646,11:29:19,1417,58838,0.448819,-0.299213,0.834646,11:29:19,235,5500,0.464567,-0.283465,0.834646,11:29:19,215,5288,0.480315,-0.259843,0.834646,11:29:20,16,1,16,69,18,34,1379,11:29:19,-3.5,62428,85010.80894,1377.52,7.14,-79
227,5185,0.370079,-0.472441,0.795276,11:29:21,296,6799,0.385827,-0.464567,0.795276,11:29:22,1390,61887,0.417323,-0.464567,0.771654,11:29:22,161,4328,0.448819,-0.440945,0.76378,11:29:22,16,1,17,69,18,34,1392,11:29:21,-4,62418,84856.38245,1391.8,5.71,-78
296,6930,0.094488,0.047244,0.992126,11:29:24,200,4600,0.07874,0.031496,0.992126,11:29:24,226,5831,0.055118,0.047244,0.992126,11:29:24,1094,52286,0.031496,0.047244,0.992126,11:29:24,16,1,16,69,18,35,1405,11:29:23,-4.5,62410,84733.04325,1403.22,7.14,-76
1590,65091,-0.354331,-0.031496,0.929134,11:29:26,191,4241,-0.346457,-0.070866,0.929134,11:29:26,171,4788,-0.299213,-0.086614,0.944882,11:29:26,286,7473,-0.283465,-0.133858,0.944882,11:29:26,16,1,16,69,18,35,1418,11:29:25,-5,62400,84579.12132,1417.5,7.13,-77
1259,61887,-0.188976,0.047244,0.976378,11:29:27,199,4885,-0.173228,0.015748,0.984252,11:29:27,181,4693,-0.165354,-0.015748,0.984252,11:29:27,267,6545,-0.149606,-0.055118,0.984252,11:29:27,16,1,16,69,18,36,1432,11:29:27,-4.5,62390,84425.479,1431.76,6.42,-87
267,5609,-0.047244,-0.472441,0.874016,11:29:29,255,5393,-0.03937,-0.440945,0.889764,11:29:29,215,5719,-0.062992,-0.385827,0.913386,11:29:29,962,43410,-0.055118,-0.346457,0.929134,11:29:29,16,1,16,69,18,36,1446,11:29:29,-5,62381,84287.43955,1444.6,6.42,-80
277,6545,0.125984,-0.543307,0.818898,11:29:31,1477,65091,0.125984,-0.527559,0.834646,11:29:31,187,4328,0.110236,-0.496063,0.858268,11:29:32,194,5288,0.07874,-0.464567,0.874016,11:29:32,16,1,16,69,18,37,1459,11:29:31,-4.5,62372,84149.6258,1457.44,7.84,-80
210,4693,0.417323,0.086614,0.897638,11:29:34,232,5719,0.433071,0.055118,0.889764,11:29:34,1366,59837,0.440945,0.031496,0.889764,11:29:34,265,6179,0.448819,-0.007874,0.889764,11:29:34,16,1,17,69,18,37,1473,11:29:33,-5,62361,83981.49274,1473.12,7.12,-80
280,6179,0.015748,0.354331,0.929134,11:29:36,223,6421,0.015748,0.362205,0.929134,11:29:36,218,6061,0,0.338583,0.937008,11:29:36,241,4693,0.015748,0.314961,0.944882,11:29:36,16,1,17,69,18,38,1488,11:29:35,-5,62351,83828.93603,1487.37,3.8,-81
1283,40562,0.086614,-0.472441,0.874016,11:29:39,1323,43410,0.110236,-0.448819,0.88189,11:29:39,202,4693,0.110236,-0.433071,0.889764,11:29:39,212,5719,0.141732,-0.425197,0.889764,11:29:39,16,1,17,69,18,38,1502,11:29:38,-5,62343,83707.09021,1498.76,5.7,-86
205,4241,0.362205,0.433071,0.818898,11:29:41,173,4508,0.377953,0.393701,0.826772,11:29:41,279,7334,0.377953,0.354331,0.850394,11:29:41,1496,65091,0.362205,0.322835,0.866142,11:29:41,16,1,18,69,18,38,1512,11:29:40,-5,62335,83585.4215,1510.16,5.7,-79
272,6061,0.110236,-0.503937,0.850394,11:29:42,1437,61887,0.133858,-0.543307,0.818898,11:29:42,250,6421,0.141732,-0.598425,0.779528,11:29:42,164,4155,0.141732,-0.637795,0.748031,11:29:43,16,1,18,69,18,39,1523,11:29:42,-5,62327,83463.92963,1521.55,5.69,-82
221,5288,0.338583,-0.677165,0.637795,11:29:44,240,4417,0.299213,-0.700787,0.637795,11:29:45,259,6421,0.259843,-0.700787,0.661417,11:29:44,162,5500,0.220472,-0.685039,0.685039,11:29:44,16,1,18,69,18,39,1535,11:29:44,-5.5,62319,83342.61435,1532.93,4.98,-79
285,6799,0.110236,-0.629921,0.76378,11:29:46,1554,65091,0.070866,-0.614173,0.779528,11:29:46,184,4155,0.031496,-0.582677,0.80315,11:29:46,186,5288,-0.023622,-0.527559,0.84252,11:29:46,16,1,17,69,18,39,1546,11:29:46,-5.5,62312,83236.60813,1542.9,5.69,-88
224,4417,0.212598,0.322835,0.913386,11:29:48,187,4693,0.188976,0.346457,0.913386,11:29:48,266,7473,0.212598,0.377953,0.889764,11:29:48,1508,65091,0.220472,0.440945,0.866142,11:29:48,16,1,17,69,18,40,1557,11:29:48,-5.5,62304,83115.62325,1554.28,5.69,-77
248,5288,0.19685,-0.370079,0.897638,11:29:50,285,6545,0.19685,-0.409449,0.88189,11:29:50,1179,48870,0.204724,-0.425197,0.874016,11:29:50,174,4328,0.228346,-0.433071,0.866142,11:29:50,16,1,17,69,18,41,1567,11:29:50,-5.5,62296,82994.81423,1565.65,4.98,-79
218,4693,0.322835,-0.212598,0.913386,11:29:52,261,6061,0.322835,-0.244094,0.905512,11:29:52,1321,46452,0.330709,-0.251969,0.905512,11:29:53,258,7334,0.330709,-0.259843,0.897638,11:29:53,16,1,17,69,18,41,1579,11:29:52,-5,62289,82889.25039,1575.61,4.98,-86
255,5083,-0.055118,0.141732,0.984252,11:29:55,208,4983,-0.055118,0.11811,0.984252,11:29:55,219,5945,-0.07874,0.165354,0.976378,11:29:55,1256,65091,-0.07874,0.141732,0.984252,11:29:55,16,1,16,69,18,42,1588,11:29:54,-5.5,62282,82783.82081,1585.56,4.97,-79
775,33639,-0.141732,0.188976,0.968504,11:29:57,191,4417,-0.141732,0.220472,0.96063,11:29:57,208,5500,-0.15748,0.228346,0.952756,11:29:57,1281,62937,-0.173228,0.259843,0.944882,11:29:57,16,1,16,69,18,42,1599,11:29:56,-6,62275,82678.52533,1595.51,5.68,-85
223,4417,0.244094,0.070866,0.96063,11:29:59,227,5609,0.251969,0.070866,0.96063,11:29:59,312,8674,0.23622,0.055118,0.96063,11:29:59,1155,49703,0.220472,0.03937,0.968504,11:29:59,16,1,17,69,18,42,1609,11:29:58,-6,62267,82558.35162,1606.87,4.26,-79
259,5719,0.173228,-0.133858,0.968504,11:30:02,282,7197,0.19685,-0.133858,0.968504,11:30:02,1147,47245,0.212598,-0.141732,0.96063,11:30:02,211,4600,0.212598,-0.141732,0.96063,11:30:02,16,1,17,69,18,43,1622,11:30:01,-6,62258,82423.36498,1619.66,4.26,-82
232,5185,0.370079,-0.393701,0.834646,11:30:03,288,6671,0.385827,-0.401575,0.826772,11:30:03,1377,60853,0.401575,-0.385827,0.818898,11:30:03,179,4328,0.409449,-0.377953,0.818898,11:30:04,16,1,17,69,18,43,1631,11:30:03,-6,62252,82333.49651,1628.18,6.39,-79
219,5185,0.511811,-0.07874,0.850394,11:30:05,288,7758,0.527559,-0.110236,0.834646,11:30:06,1395,58838,0.527559,-0.11811,0.834646,11:30:05,217,4600,0.519685,-0.133858,0.834646,11:30:05,16,1,17,69,18,44,1643,11:30:05,-5.5,62243,82198.87751,1640.95,3.55,-83
325,8205,0.228346,-0.275591,0.929134,11:30:07,1297,44906,0.204724,-0.283465,0.929134,11:30:07,210,4600,0.204724,-0.251969,0.937008,11:30:07,241,6061,0.19685,-0.220472,0.952756,11:30:07,16,1,17,69,18,44,1652,11:30:07,-5,62238,82124.18431,1648.05,6.39,-87
216,4417,0.354331,0.173228,0.913386,11:30:09,208,5185,0.417323,0.11811,0.897638,11:30:09,279,7062,0.448819,0.110236,0.88189,11:30:09,1214,65091,0.488189,0.086614,0.858268,11:30:09,16,1,17,69,18,44,1663,11:30:09,-5.5,62229,81989.90753,1660.82,5.67,-79
264,5831,0.212598,0.070866,0.968504,11:30:11,266,7197,0.228346,0.094488,0.96063,11:30:11,1113,41257,0.275591,0.110236,0.952756,11:30:11,233,4693,0.299213,0.149606,0.937008,11:30:11,16,1,16,69,18,45,1674,11:30:11,-5.5,62221,81870.73472,1672.17,4.96,-82
1334,41962,0.031496,-0.291339,0.952756,11:30:13,1249,39879,0.031496,-0.283465,0.952756,11:30:13,195,4600,0.031496,-0.299213,0.944882,11:30:14,236,6061,0.047244,-0.307087,0.944882,11:30:14,16,1,16,69,18,45,1684,11:30:13,-5.5,62214,81766.60062,1682.1,4.25,-80
1256,60853,-0.102362,-0.220472,0.968504,11:30:16,221,4693,-0.102362,-0.212598,0.968504,11:30:16,200,5083,-0.11811,-0.228346,0.96063,11:30:16,256,6671,-0.133858,-0.212598,0.96063,11:30:16,16,1,16,69,18,45,1693,11:30:15,-5,62208,81677.44823,1690.6,4.96,-81
1344,65091,-0.188976,-0.133858,0.968504,11:30:18,221,5083,-0.19685,-0.110236,0.968504,11:30:18,187,4885,-0.212598,-0.07874,0.968504,11:30:18,267,6545,-0.204724,-0.047244,0.968504,11:30:18,16,1,16,69,18,45,1702,11:30:17,-5,62201,81573.55997,1700.53,5.67,-83
1155,39208,0.267717,-0.031496,0.96063,11:30:21,205,4417,0.259843,-0.070866,0.96063,11:30:21,247,6061,0.251969,-0.086614,0.96063,11:30:21,1058,34806,0.251969,-0.102362,0.96063,11:30:21,16,1,16,69,18,46,1719,11:30:20,-5,62189,81395.77313,1717.53,5.67,-81
1270,44151,-0.007874,-0.03937,0.992126,11:30:23,207,4508,-0.015748,-0.007874,0.992126,11:30:23,223,5719,-0.015748,-0.03937,0.992126,11:30:23,1055,41257,-0.023622,0,0.992126,11:30:23,16,1,15,69,18,46,1731,11:30:22,-5,62181,81277.46389,1728.86,4.96,-80
1578,60853,-0.393701,-0.015748,0.913386,11:30:24,200,4241,-0.377953,0,0.92126,11:30:24,181,4885,-0.354331,0,0.929134,11:30:24,790,36012,-0.338583,0.031496,0.937008,11:30:25,16,1,15,69,18,46,1741,11:30:24,-5,62174,81174.08437,1738.78,5.66,-83
266,6179,0.314961,0.07874,0.937008,11:30:26,205,4788,0.346457,0.062992,0.929134,11:30:27,256,6299,0.322835,0.062992,0.937008,11:30:26,1064,58838,0.314961,0.055118,0.944882,11:30:26,16,1,15,69,18,47,1751,11:30:26,-5.5,62166,81056.09735,1750.1,5.66,-84
796,33639,0.047244,-0.07874,0.992126,11:30:28,221,4788,0.023622,-0.07874,0.992126,11:30:28,229,5831,0.023622,-0.07874,0.992126,11:30:28,1012,47245,0.015748,-0.094488,0.992126,11:30:28,16,1,14,69,18,47,1763,11:30:28,-5.5,62158,80938.28182,1761.43,4.95,-80
1244,36012,-0.165354,0,0.984252,11:30:30,208,4693,-0.188976,0.047244,0.976378,11:30:30,208,5393,-0.15748,0.070866,0.984252,11:30:30,1100,55001,-0.165354,0.086614,0.976378,11:30:30,16,1,14,69,18,47,1773,11:30:30,-6,62151,80835.33372,1771.33,4.24,-88
207,4241,0.385827,0.212598,0.889764,11:30:32,216,5288,0.401575,0.165354,0.897638,11:30:32,301,8053,0.417323,0.149606,0.889764,11:30:32,1172,61887,0.433071,0.133858,0.88189,11:30:32,16,1,13,69,18,47,1782,11:30:32,-6,62145,80747.19671,1779.82,5.66,-79
231,5185,0.377953,-0.173228,0.905512,11:30:34,266,6299,0.362205,-0.19685,0.905512,11:30:34,1347,56888,0.354331,-0.19685,0.905512,11:30:35,221,5185,0.354331,-0.19685,0.905512,11:30:35,16,1,13,69,18,48,1792,11:30:34,-5.5,62137,80629.83017,1791.14,5.66,-88
242,4508,0,-0.07874,0.992126,11:30:37,245,5719,0.007874,-0.086614,0.992126,11:30:37,247,6799,0,-0.055118,0.992126,11:30:36,875,56888,-0.015748,-0.031496,0.992126,11:30:36,16,1,12,69,18,48,1803,11:30:36,-5,62129,80512.63421,1802.45,4.95,-85
267,5083,-0.070866,0.259843,0.96063,11:30:38,199,4788,-0.070866,0.283465,0.952756,11:30:38,224,6061,-0.070866,0.299213,0.944882,11:30:38,1353,65091,-0.047244,0.322835,0.937008,11:30:38,16,1,11,69,18,48,1814,11:30:38,-5.5,62122,80410.2275,1812.35,5.18,-89
210,4241,0.385827,0.094488,0.913386,11:30:41,232,5609,0.370079,0.062992,0.92126,11:30:41,304,8205,0.370079,0.062992,0.92126,11:30:41,1109,56888,0.393701,0.031496,0.913386,11:30:41,16,1,11,69,18,48,1829,11:30:41,-5,62111,80249.56576,1827.89,4.24,-86
203,4508,0.503937,-0.07874,0.850394,11:30:43,253,6061,0.496063,-0.102362,0.858268,11:30:43,1531,55937,0.488189,-0.110236,0.858268,11:30:43,340,7473,0.480315,-0.125984,0.858268,11:30:43,16,1,11,69,18,49,1839,11:30:43,-5,62105,80162.06742,1836.37,5.65,-80
248,5288,0.251969,-0.023622,0.96063,11:30:45,251,6061,0.259843,-0.03937,0.96063,11:30:45,1357,54081,0.259843,-0.015748,0.96063,11:30:46,241,5288,0.267717,-0.007874,0.96063,11:30:46,16,1,10,69,18,49,1849,11:30:45,-4.5,62097,80045.55136,1847.67,5.65,-82
235,5500,0.488189,-0.110236,0.858268,11:30:48,1119,44906,0.480315,-0.149606,0.858268,11:30:48,1107,37259,0.480315,-0.19685,0.850394,11:30:48,224,5083,0.480315,-0.220472,0.84252,11:30:48,16,1,10,69,18,49,1861,11:30:47,-4,62089,79929.20464,1858.97,5.65,-83
247,5719,0.393701,-0.299213,0.866142,11:30:50,1260,34806,0.385827,-0.307087,0.866142,11:30:50,1259,50550,0.377953,-0.322835,0.858268,11:30:50,202,4508,0.385827,-0.314961,0.858268,11:30:50,16,1,11,69,18,50,1873,11:30:49,-4,62081,79813.02704,1870.26,4.94,-81
279,5831,0,-0.385827,0.913386,11:30:52,476,8358,0.007874,-0.377953,0.92126,11:30:52,1055,33070,0.007874,-0.370079,0.92126,11:30:52,197,4417,0.007874,-0.354331,0.929134,11:30:52,16,1,10,69,18,50,1883,11:30:51,-4,62074,79711.51017,1880.14,6.35,-83
261,5945,0.299213,-0.228346,0.92126,11:30:54,1456,51411,0.283465,-0.212598,0.929134,11:30:54,248,5831,0.267717,-0.228346,0.929134,11:30:54,232,5393,0.244094,-0.204724,0.944882,11:30:54,16,1,9,69,18,51,1895,11:30:53,-4,62065,79581.17818,1892.84,4.94,-81
